order_id,date,day_of_week,pickup_area,delivery_area,distance_km,dabbawala_id,customer_type,tiffin_type,tiffin_weight_kg,delivery_time_min,status,payment_mode,charge_inr,monthly_subscription,customer_feedback,return_reason
DBW00184,2023-05-24,Wednesday,Malad,Churchgate,15.7,DW130,Residential,Mix,2.48,58,Delivered,Monthly-Pre-paid,157.39,No,Good,
DBW00185,2022-12-28,Wednesday,Ghatkopar,Borivali,20.77,DW077,Corporate,Non-Veg,1.6,77,Delivered,Monthly-Pre-paid,197.33,No,Good,
DBW00186,2022-11-22,Tuesday,Kurla,Andheri,8.58,DW147,School,Veg,0.7,42,Delivered,Monthly-Pre-paid,79.33,No,Poor,
DBW00187,2022-05-02,Monday,Dadar,Churchgate,13.6,DW135,Corporate,Non-Veg,1.35,55,Delivered,Digital,169.17,No,nan,
DBW00188,2022-10-06,Thursday,Goregaon,Andheri,19.53,DW122,Corporate,Veg,2.18,63,Delivered,Cash,208.2,No,Good,
DBW00189,2022-06-24,Friday,Churchgate,Ghatkopar,14.04,DW121,Residential,Veg,2.85,63,Delivered,Monthly-Pre-paid,144.31,Yes,Good,
DBW00190,2022-08-09,Tuesday,Sion,Goregaon,16.2,DW019,Residential,Veg,1.77,64,Delivered,Monthly-Pre-paid,136.75,No,Excellent,
DBW00191,2023-05-15,Monday,Malad,Bandra,11.29,DW112,Residential,Non-Veg,1.5,51,Delivered,Monthly-Pre-paid,144.09,No,Good,
DBW00192,2023-04-06,Thursday,Borivali,Dadar,11.18,DW143,School,Mix,3.0,53,Delivered,Monthly-Pre-paid,136.47,No,nan,
DBW00193,2023-03-20,Monday,Lower Parel,Sion,15.84,DW044,Hospital,Veg,2.0,52,Delivered,Cash,158.26,Yes,nan,
DBW00194,2022-09-22,Thursday,Churchgate,Borivali,9.48,DW123,Corporate,Veg,1.19,39,Delivered,Digital,123.84,Yes,Good,
DBW00195,2023-12-02,Saturday,Worli,Borivali,7.04,DW053,Corporate,Veg,1.74,25,Delivered,Digital,78.92,No,Excellent,
DBW00196,2022-03-05,Saturday,Dadar,Vikhroli,6.9,DW032,Corporate,Veg,2.3,34,Delivered,Cash,70.83,No,Good,
DBW00197,2022-09-08,Thursday,Andheri,Borivali,11.45,DW110,Residential,Non-Veg,1.76,49,Delivered,Monthly-Pre-paid,123.98,No,Good,
DBW00198,2022-03-28,Monday,Lower Parel,Andheri,13.09,DW025,Residential,Non-Veg,2.2,64,Delivered,Digital,111.4,Yes,Average,
DBW00199,2022-09-05,Monday,Ghatkopar,Dadar,8.18,DW073,Corporate,Non-Veg,1.0,53,Delayed,Monthly-Pre-paid,78.79,No,Average,
DBW00200,2023-12-04,Monday,Ghatkopar,Ghatkopar,0.5,DW141,School,Veg,1.08,27,Delivered,Cash,42.16,Yes,Average,
DBW00201,2022-09-25,Sunday,Goregaon,Vikhroli,14.43,DW024,Corporate,Non-Veg,1.43,57,Delayed,Digital,149.06,No,Good,
DBW00202,2023-10-26,Thursday,Goregaon,Vikhroli,14.21,DW024,Hospital,Non-Veg,1.66,49,Delivered,Monthly-Pre-paid,122.93,No,Average,
DBW00203,2022-12-28,Wednesday,Lower Parel,Thane,17.99,DW142,Hospital,Veg,1.97,60,Delivered,Cash,167.76,No,Average,
DBW00204,2023-05-26,Friday,Ghatkopar,Ghatkopar,0.5,DW117,Corporate,Mix,2.12,34,Delivered,Digital,13.93,No,Average,
DBW00205,2022-11-30,Wednesday,Borivali,Vikhroli,6.48,DW070,Corporate,Veg,3.03,42,Delivered,Monthly-Pre-paid,74.52,Yes,Average,
DBW00206,2022-07-14,Thursday,Goregaon,Kurla,15.51,DW061,Corporate,Veg,1.43,69,Delivered,Monthly-Pre-paid,145.11,No,Poor,
DBW00207,2023-07-12,Wednesday,Bandra,Worli,21.28,DW145,Hospital,Veg,1.64,94,Delayed,Monthly-Pre-paid,215.13,No,Good,
DBW00208,2023-12-09,Saturday,Thane,Kurla,3.07,DW109,Corporate,Non-Veg,1.44,26,Delivered,Digital,52.22,No,Excellent,
DBW00209,2022-07-12,Tuesday,Worli,Bandra,21.15,DW137,Hospital,Non-Veg,2.34,76,Delayed,Cash,195.56,No,Excellent,
DBW00210,2023-07-23,Sunday,Andheri,Sion,11.63,DW014,Residential,Veg,2.37,38,Delivered,Cash,117.13,No,Average,
DBW00211,2022-07-10,Sunday,Borivali,Malad,11.89,DW080,Residential,Non-Veg,1.58,39,Delivered,Monthly-Pre-paid,99.27,No,Good,
DBW00212,2023-06-08,Thursday,Bandra,Goregaon,21.52,DW109,Hospital,Veg,2.83,93,Delayed,Digital,200.68,Yes,Good,
DBW00213,2023-07-30,Sunday,Vikhroli,Lower Parel,12.52,DW006,Corporate,Mix,1.45,36,Delivered,Digital,137.42,No,Excellent,
DBW00214,2022-11-25,Friday,Worli,Goregaon,14.67,DW077,Residential,Veg,2.31,70,Delivered,Monthly-Pre-paid,150.8,Yes,nan,
DBW00215,2023-06-22,Thursday,Bandra,Borivali,19.56,DW009,Corporate,Mix,2.53,72,Delivered,Digital,196.85,Yes,Good,
DBW00216,2022-07-18,Monday,Andheri,Churchgate,18.11,DW136,Corporate,Non-Veg,1.12,64,Delivered,Digital,185.99,Yes,Excellent,
DBW00217,2022-02-27,Sunday,Sion,Borivali,0.5,DW103,Corporate,Mix,2.09,20,Delivered,Digital,66.97,No,Good,
DBW00218,2022-03-12,Saturday,Ghatkopar,Dadar,10.18,DW029,Corporate,Non-Veg,0.5,37,Delayed,Digital,94.49,No,Good,
DBW00219,2022-11-23,Wednesday,Borivali,Goregaon,16.34,DW079,Residential,Veg,2.21,74,Delayed,Digital,164.26,No,Poor,
DBW00220,2023-10-21,Saturday,Goregaon,Andheri,19.6,DW017,Corporate,Non-Veg,1.25,52,Delivered,Monthly-Pre-paid,192.0,Yes,Poor,
DBW00221,2022-04-04,Monday,Worli,Andheri,16.24,DW121,Residential,Non-Veg,2.08,70,Delivered,Monthly-Pre-paid,155.15,No,Average,
DBW00222,2022-11-29,Tuesday,Worli,Churchgate,5.37,DW030,Corporate,Mix,2.18,36,Delivered,Digital,63.51,Yes,Good,
DBW00223,2023-05-29,Monday,Bandra,Chembur,12.59,DW092,Residential,Non-Veg,2.36,54,Delivered,Digital,138.19,No,nan,
DBW00224,2022-05-28,Saturday,Lower Parel,Dadar,6.64,DW012,Hospital,Veg,2.25,26,Delivered,Monthly-Pre-paid,89.14,Yes,Good,
DBW00225,2023-06-11,Sunday,Dadar,Chembur,11.09,DW024,Residential,Veg,1.83,30,Delivered,Digital,102.89,No,Average,
DBW00226,2022-08-12,Friday,Bandra,Lower Parel,9.45,DW148,School,Mix,1.61,39,Delivered,Cash,78.66,Yes,Good,
DBW00227,2023-08-14,Monday,Vikhroli,Lower Parel,11.95,DW058,Corporate,Veg,1.76,61,Delayed,Digital,118.21,Yes,Good,
DBW00228,2023-02-27,Monday,Andheri,Goregaon,23.6,DW019,Corporate,Mix,1.24,77,Delivered,Monthly-Pre-paid,208.7,No,Excellent,
DBW00229,2023-02-04,Saturday,Borivali,Vikhroli,5.75,DW105,Residential,Veg,1.69,27,Delivered,Digital,85.03,No,Excellent,
DBW00230,2022-05-10,Tuesday,Sion,Sion,0.5,DW031,Corporate,Veg,1.65,26,Delivered,Digital,20.14,No,Poor,
DBW00231,2022-12-05,Monday,Chembur,Churchgate,17.67,DW089,Residential,Mix,1.41,62,Delivered,Monthly-Pre-paid,168.7,No,Average,
DBW00232,2023-09-18,Monday,Andheri,Thane,7.38,DW122,Residential,Non-Veg,0.93,41,Delivered,Cash,63.42,Yes,nan,
DBW00233,2022-01-15,Saturday,Ghatkopar,Chembur,18.57,DW103,Corporate,Non-Veg,1.16,55,Delivered,Monthly-Pre-paid,155.25,No,Average,
DBW00234,2023-07-08,Saturday,Ghatkopar,Dadar,9.28,DW038,Hospital,Veg,0.5,41,Delayed,Cash,92.66,No,Excellent,
DBW00235,2022-12-26,Monday,Thane,Bandra,16.25,DW036,Corporate,Veg,1.65,63,Delivered,Cash,156.23,No,Excellent,
DBW00236,2023-06-10,Saturday,Bandra,Churchgate,19.15,DW034,Residential,Veg,1.98,74,Delayed,Cash,170.93,No,Average,
DBW00237,2023-04-30,Sunday,Kurla,Chembur,10.13,DW095,Corporate,Veg,0.5,29,Delivered,Cash,113.2,No,Good,
DBW00238,2022-11-12,Saturday,Worli,Kurla,9.11,DW101,Residential,Veg,1.92,41,Delivered,Digital,77.4,No,Excellent,
DBW00239,2022-08-14,Sunday,Goregaon,Sion,17.76,DW079,Corporate,Non-Veg,1.74,62,Delayed,Digital,168.86,Yes,Good,
DBW00240,2023-04-03,Monday,Worli,Borivali,6.2,DW060,School,Veg,1.21,27,Delivered,Digital,76.54,No,Average,
DBW00241,2022-04-13,Wednesday,Andheri,Lower Parel,13.91,DW010,School,Non-Veg,1.58,66,Delayed,Monthly-Pre-paid,119.54,No,Average,
DBW00242,2023-03-03,Friday,Ghatkopar,Borivali,20.86,DW126,Residential,Mix,2.33,72,Delivered,Cash,200.32,Yes,Excellent,
DBW00243,2022-03-11,Friday,Malad,Chembur,4.71,DW100,Residential,Veg,1.31,36,Delivered,Monthly-Pre-paid,35.13,Yes,Poor,
DBW00244,2023-04-20,Thursday,Worli,Dadar,15.0,DW096,Residential,Mix,1.84,61,Delivered,Digital,139.69,No,nan,
DBW00245,2023-04-04,Tuesday,Kurla,Churchgate,10.27,DW016,Residential,Non-Veg,1.97,42,Delivered,Monthly-Pre-paid,123.98,Yes,Average,
DBW00246,2022-03-03,Thursday,Worli,Bandra,21.67,DW044,Residential,Non-Veg,1.39,88,Delayed,Monthly-Pre-paid,170.01,No,Excellent,
DBW00247,2023-07-07,Friday,Thane,Ghatkopar,19.43,DW046,Residential,Mix,2.3,79,Delivered,Cash,195.5,Yes,Average,
DBW00248,2022-10-31,Monday,Sion,Dadar,13.22,DW090,Hospital,Mix,2.0,59,Delivered,Cash,118.27,Yes,Good,
DBW00249,2023-07-29,Saturday,Borivali,Goregaon,15.66,DW119,Residential,Mix,1.67,49,Delivered,Monthly-Pre-paid,146.46,No,Excellent,
DBW00250,2022-01-31,Monday,Ghatkopar,Borivali,18.68,DW130,Corporate,Mix,2.98,64,Delivered,Digital,200.52,Yes,Average,
DBW00251,2022-05-12,Thursday,Bandra,Lower Parel,10.46,DW079,Hospital,Veg,2.31,45,Delivered,Cash,104.29,Yes,nan,
DBW00252,2022-12-27,Tuesday,Ghatkopar,Worli,16.59,DW055,Corporate,Non-Veg,0.96,58,Delivered,Monthly-Pre-paid,186.91,No,Good,
DBW00253,2022-05-18,Wednesday,Worli,Chembur,17.66,DW062,Corporate,Non-Veg,1.61,79,Returned,Monthly-Pre-paid,166.74,No,Excellent,Damaged
DBW00254,2022-08-29,Monday,Vikhroli,Lower Parel,12.15,DW111,School,Non-Veg,3.03,67,Delivered,Digital,125.96,No,Excellent,
DBW00255,2023-04-28,Friday,Lower Parel,Goregaon,8.99,DW048,Corporate,Mix,1.31,46,Delivered,Cash,114.54,No,Good,
DBW00256,2022-04-16,Saturday,Churchgate,Borivali,8.4,DW063,Corporate,Non-Veg,1.83,23,Delivered,Monthly-Pre-paid,105.34,No,Average,
DBW00257,2023-05-10,Wednesday,Andheri,Goregaon,19.09,DW118,Residential,Non-Veg,2.42,79,Delivered,Digital,185.03,No,Excellent,
DBW00258,2022-03-17,Thursday,Bandra,Vikhroli,13.36,DW082,Hospital,Mix,2.13,48,Delivered,Digital,129.93,Yes,Excellent,
DBW00259,2022-05-08,Sunday,Bandra,Borivali,18.3,DW071,Corporate,Mix,2.2,67,Delayed,Cash,153.14,No,nan,
DBW00260,2023-03-05,Sunday,Goregaon,Churchgate,8.68,DW111,Residential,Mix,2.17,32,Delivered,Monthly-Pre-paid,76.94,Yes,Poor,
DBW00261,2023-08-03,Thursday,Churchgate,Churchgate,0.5,DW044,Corporate,Non-Veg,1.81,19,Delivered,Monthly-Pre-paid,53.7,No,nan,
DBW00262,2022-05-05,Thursday,Sion,Worli,6.33,DW010,Corporate,Veg,1.4,33,Delivered,Monthly-Pre-paid,106.1,Yes,Excellent,
DBW00263,2022-08-07,Sunday,Lower Parel,Worli,15.2,DW119,Corporate,Mix,2.02,36,Delivered,Digital,153.57,No,nan,
DBW00264,2023-11-07,Tuesday,Malad,Andheri,2.89,DW069,Corporate,Mix,1.6,20,Delivered,Cash,26.54,Yes,Good,
DBW00265,2023-12-24,Sunday,Vikhroli,Worli,6.86,DW049,School,Veg,1.56,15,Delivered,Digital,73.27,Yes,Good,
DBW00266,2023-03-01,Wednesday,Churchgate,Bandra,19.96,DW015,Residential,Veg,2.54,73,Delivered,Digital,177.36,Yes,Good,
DBW00267,2022-11-23,Wednesday,Bandra,Worli,20.18,DW139,Hospital,Non-Veg,1.61,64,Delivered,Cash,183.09,Yes,nan,
DBW00268,2022-09-11,Sunday,Borivali,Lower Parel,15.68,DW109,Hospital,Veg,2.65,52,Delivered,Digital,142.16,Yes,Good,
DBW00269,2023-03-24,Friday,Worli,Worli,0.5,DW042,School,Non-Veg,1.93,30,Delivered,Monthly-Pre-paid,41.81,No,nan,
DBW00270,2023-03-08,Wednesday,Bandra,Worli,19.18,DW092,Residential,Non-Veg,1.72,68,Delivered,Cash,187.18,Yes,nan,
DBW00271,2022-08-04,Thursday,Chembur,Kurla,6.94,DW070,Corporate,Veg,0.89,37,Delivered,Cash,109.22,No,nan,
DBW00272,2022-01-17,Monday,Thane,Lower Parel,16.04,DW050,Hospital,Mix,2.86,76,Returned,Digital,152.48,Yes,Good,nan
DBW00273,2022-04-21,Thursday,Vikhroli,Worli,8.33,DW047,Residential,Veg,1.8,47,Delivered,Cash,99.62,Yes,Good,
DBW00274,2023-12-01,Friday,Kurla,Goregaon,14.79,DW012,Corporate,Veg,0.66,54,Delivered,Monthly-Pre-paid,159.48,Yes,Excellent,
DBW00275,2022-11-02,Wednesday,Vikhroli,Andheri,8.02,DW147,Corporate,Mix,2.29,43,Delivered,Cash,109.5,No,Good,
DBW00276,2022-12-19,Monday,Borivali,Ghatkopar,18.22,DW139,Corporate,Veg,1.77,65,Delivered,Cash,157.22,No,Excellent,
DBW00277,2022-12-07,Wednesday,Churchgate,Malad,16.58,DW131,Residential,Veg,1.33,59,Delivered,Digital,168.74,No,Average,
DBW00278,2023-07-26,Wednesday,Thane,Ghatkopar,19.6,DW048,Residential,Mix,2.27,72,Delivered,Digital,189.0,Yes,Poor,
DBW00279,2022-02-17,Thursday,Borivali,Ghatkopar,19.14,DW150,Residential,Mix,0.53,79,Delivered,Monthly-Pre-paid,187.64,No,nan,
DBW00280,2022-03-02,Wednesday,Dadar,Sion,11.66,DW042,Corporate,Veg,1.44,48,Delivered,Cash,124.17,No,Good,
DBW00281,2022-07-21,Thursday,Borivali,Bandra,20.25,DW124,Corporate,Veg,1.65,63,Delivered,Monthly-Pre-paid,217.68,No,Good,
DBW00282,2022-12-22,Thursday,Worli,Ghatkopar,19.7,DW016,Hospital,Mix,2.23,70,Delivered,Cash,174.21,No,Good,
DBW00283,2023-05-05,Friday,Vikhroli,Thane,4.73,DW047,Corporate,Non-Veg,2.92,48,Delivered,Monthly-Pre-paid,53.58,Yes,nan,
DBW00284,2022-12-25,Sunday,Ghatkopar,Ghatkopar,0.5,DW087,Corporate,Non-Veg,1.68,8,Delivered,Digital,21.69,No,Excellent,
DBW00285,2022-11-19,Saturday,Sion,Thane,2.92,DW146,Residential,Non-Veg,2.03,21,Delivered,Monthly-Pre-paid,48.98,Yes,Good,
DBW00286,2023-11-16,Thursday,Goregaon,Churchgate,9.79,DW040,Hospital,Non-Veg,3.17,53,Delivered,Cash,112.7,No,Excellent,
DBW00287,2022-04-28,Thursday,Churchgate,Sion,10.17,DW065,Residential,Mix,1.8,41,Delivered,Monthly-Pre-paid,104.55,Yes,Average,
DBW00288,2023-02-22,Wednesday,Borivali,Andheri,10.49,DW127,Residential,Veg,2.03,50,Delivered,Digital,129.01,No,Good,
DBW00289,2023-01-31,Tuesday,Worli,Lower Parel,15.66,DW071,Corporate,Veg,1.18,50,Delivered,Digital,155.24,No,nan,
DBW00290,2022-12-12,Monday,Kurla,Andheri,5.73,DW103,School,Mix,2.78,50,Delivered,Cash,74.4,Yes,nan,
DBW00291,2023-08-13,Sunday,Sion,Bandra,18.71,DW063,Residential,Veg,1.44,52,Delivered,Digital,159.73,No,Poor,
DBW00292,2022-07-14,Thursday,Andheri,Andheri,0.83,DW001,Residential,Mix,1.93,54,Delayed,Monthly-Pre-paid,63.97,Yes,Good,
DBW00293,2023-11-28,Tuesday,Borivali,Dadar,12.68,DW043,Corporate,Non-Veg,1.92,71,Delayed,Monthly-Pre-paid,130.76,Yes,nan,
DBW00294,2022-08-31,Wednesday,Thane,Thane,0.5,DW085,Residential,Veg,1.84,22,Delivered,Monthly-Pre-paid,58.56,Yes,Good,
DBW00295,2023-02-02,Thursday,Churchgate,Bandra,20.55,DW003,Corporate,Non-Veg,1.58,79,Delivered,Monthly-Pre-paid,185.07,No,Good,
DBW00296,2023-01-16,Monday,Bandra,Worli,19.88,DW035,Residential,Non-Veg,1.92,73,Delivered,Cash,201.52,No,Good,
DBW00297,2023-09-13,Wednesday,Ghatkopar,Thane,17.2,DW143,Residential,Non-Veg,2.68,73,Delivered,Digital,159.19,No,Average,
DBW00298,2022-11-17,Thursday,Kurla,Malad,2.91,DW003,Residential,Mix,2.94,63,Delayed,Cash,80.58,No,Excellent,
DBW00299,2022-07-27,Wednesday,Worli,Kurla,9.78,DW038,Corporate,Veg,1.71,36,Delivered,Cash,125.05,Yes,Good,
DBW00300,2022-01-16,Sunday,Ghatkopar,Bandra,7.41,DW093,Hospital,Veg,1.58,21,Delivered,Cash,102.0,No,nan,
DBW00301,2022-09-23,Friday,Dadar,Thane,10.42,DW085,Corporate,Non-Veg,1.4,51,Delivered,Monthly-Pre-paid,102.46,No,Excellent,
DBW00302,2023-08-27,Sunday,Borivali,Kurla,4.35,DW031,Residential,Non-Veg,3.14,36,Delivered,Cash,93.43,No,Excellent,
DBW00303,2022-01-08,Saturday,Ghatkopar,Worli,18.59,DW009,Corporate,Mix,1.86,59,Delivered,Monthly-Pre-paid,209.31,No,nan,
DBW00304,2023-10-17,Tuesday,Vikhroli,Bandra,14.35,DW135,Corporate,Mix,2.36,59,Delivered,Monthly-Pre-paid,139.12,Yes,Poor,
DBW00305,2023-02-01,Wednesday,Worli,Ghatkopar,18.21,DW083,Hospital,Mix,2.15,52,Delivered,Monthly-Pre-paid,178.1,No,Excellent,
DBW00306,2022-04-13,Wednesday,Dadar,Dadar,0.5,DW087,Corporate,Non-Veg,2.9,24,Delivered,Digital,47.9,No,Good,
DBW00307,2022-08-09,Tuesday,Kurla,Goregaon,16.02,DW009,Hospital,Non-Veg,1.68,54,Delivered,Cash,128.61,No,Good,
DBW00308,2023-02-09,Thursday,Churchgate,Worli,4.11,DW032,Corporate,Mix,1.25,49,Delayed,Digital,80.05,No,Excellent,
DBW00309,2022-08-19,Friday,Dadar,Kurla,6.94,DW011,Residential,Mix,2.73,51,Delivered,Digital,100.91,Yes,Excellent,
DBW00310,2022-03-21,Monday,Ghatkopar,Sion,20.35,DW147,Corporate,Veg,2.25,70,Delivered,Monthly-Pre-paid,184.38,No,Excellent,
DBW00311,2023-05-02,Tuesday,Chembur,Lower Parel,18.21,DW116,Residential,Non-Veg,2.03,49,Delivered,Monthly-Pre-paid,142.8,No,Average,
DBW00312,2023-05-06,Saturday,Worli,Churchgate,3.33,DW082,Hospital,Mix,2.57,19,Delivered,Monthly-Pre-paid,61.62,Yes,Good,
DBW00313,2022-03-28,Monday,Borivali,Vikhroli,4.87,DW103,Residential,Veg,2.06,45,Delivered,Digital,51.97,Yes,Good,
DBW00314,2022-07-25,Monday,Churchgate,Sion,10.3,DW025,Corporate,Mix,2.58,64,Delivered,Digital,88.55,No,Good,
DBW00315,2022-06-28,Tuesday,Kurla,Chembur,7.13,DW149,Residential,Mix,1.92,48,Delivered,Monthly-Pre-paid,92.57,No,Excellent,
DBW00316,2023-04-27,Thursday,Borivali,Borivali,0.5,DW078,Residential,Veg,2.25,29,Delivered,Digital,53.77,No,Good,
DBW00317,2023-06-18,Sunday,Thane,Worli,9.63,DW078,Corporate,Non-Veg,2.06,33,Delivered,Digital,103.73,No,Average,
DBW00318,2023-06-15,Thursday,Malad,Borivali,11.73,DW144,Residential,Non-Veg,1.64,62,Delivered,Digital,141.63,No,nan,
DBW00319,2023-11-17,Friday,Sion,Worli,5.59,DW015,Residential,Non-Veg,1.7,45,Delivered,Digital,84.67,No,Excellent,
DBW00320,2023-07-16,Sunday,Worli,Malad,14.1,DW064,Residential,Non-Veg,1.6,59,Delayed,Digital,122.17,Yes,Excellent,
DBW00321,2022-08-23,Tuesday,Thane,Ghatkopar,19.05,DW014,Corporate,Mix,1.93,66,Delivered,Digital,174.05,Yes,Average,
DBW00322,2022-03-20,Sunday,Goregaon,Bandra,20.08,DW064,Corporate,Mix,1.57,52,Delivered,Cash,206.81,Yes,Good,
DBW00323,2023-03-25,Saturday,Churchgate,Borivali,7.03,DW041,School,Non-Veg,2.02,32,Delivered,Monthly-Pre-paid,77.85,No,Good,
DBW00324,2023-10-31,Tuesday,Goregaon,Vikhroli,14.39,DW070,Residential,Veg,2.0,50,Delivered,Cash,157.41,No,Average,
DBW00325,2023-12-13,Wednesday,Goregaon,Malad,22.09,DW106,Residential,Mix,1.9,74,Delivered,Cash,200.59,No,Good,
DBW00326,2022-06-18,Saturday,Ghatkopar,Dadar,9.4,DW043,School,Non-Veg,1.91,57,Delayed,Cash,116.05,No,Good,
DBW00327,2022-06-22,Wednesday,Borivali,Ghatkopar,19.17,DW008,Corporate,Mix,1.52,57,Delivered,Monthly-Pre-paid,189.78,No,Good,
DBW00328,2022-01-28,Friday,Bandra,Vikhroli,12.94,DW025,Corporate,Mix,1.66,65,Delivered,Cash,129.78,No,Good,
DBW00329,2022-04-14,Thursday,Churchgate,Worli,4.22,DW108,Residential,Veg,0.96,37,Delivered,Monthly-Pre-paid,74.17,Yes,Excellent,
DBW00330,2023-02-10,Friday,Andheri,Malad,1.27,DW087,Residential,Non-Veg,1.74,15,Delivered,Digital,7.74,No,Excellent,
DBW00331,2023-02-04,Saturday,Borivali,Kurla,6.42,DW147,School,Veg,1.31,24,Delivered,Digital,65.08,No,Average,
DBW00332,2022-09-28,Wednesday,Bandra,Andheri,8.71,DW135,Residential,Non-Veg,1.85,44,Delivered,Monthly-Pre-paid,92.71,No,Excellent,
DBW00333,2022-08-15,Monday,Lower Parel,Andheri,11.93,DW025,Corporate,Mix,1.44,71,Delayed,Cash,143.05,Yes,Good,
DBW00334,2023-08-29,Tuesday,Churchgate,Andheri,16.77,DW111,Corporate,Non-Veg,0.77,57,Delivered,Digital,142.45,Yes,Good,
DBW00335,2022-12-02,Friday,Borivali,Thane,5.31,DW014,Corporate,Veg,2.93,40,Delivered,Monthly-Pre-paid,71.96,No,Good,
DBW00336,2023-08-14,Monday,Ghatkopar,Sion,19.6,DW015,School,Mix,1.68,71,Delivered,Monthly-Pre-paid,191.57,No,Excellent,
DBW00337,2023-12-05,Tuesday,Vikhroli,Goregaon,14.13,DW119,Corporate,Veg,2.52,55,Delivered,Monthly-Pre-paid,146.77,No,Poor,
DBW00338,2022-08-20,Saturday,Churchgate,Dadar,14.79,DW061,Residential,Veg,1.54,68,Delayed,Cash,146.86,No,Excellent,
DBW00339,2022-05-28,Saturday,Kurla,Borivali,5.7,DW150,Corporate,Non-Veg,2.65,31,Delivered,Cash,66.29,Yes,Poor,
DBW00340,2023-11-27,Monday,Andheri,Bandra,10.17,DW001,Corporate,Mix,1.22,67,Returned,Monthly-Pre-paid,107.66,Yes,nan,nan
DBW00341,2023-04-09,Sunday,Worli,Andheri,14.95,DW076,Corporate,Mix,1.89,47,Delivered,Monthly-Pre-paid,164.21,No,Excellent,
DBW00342,2022-08-01,Monday,Goregaon,Goregaon,1.11,DW047,Residential,Non-Veg,1.25,17,Delivered,Cash,28.55,Yes,Excellent,
DBW00343,2023-03-30,Thursday,Andheri,Dadar,7.11,DW148,Corporate,Mix,3.1,41,Delivered,Digital,54.47,No,Excellent,
DBW00344,2023-01-11,Wednesday,Bandra,Sion,17.87,DW101,School,Mix,1.68,58,Delivered,Cash,179.97,No,Poor,
DBW00345,2023-10-24,Tuesday,Ghatkopar,Vikhroli,15.95,DW116,Hospital,Non-Veg,2.21,49,Delivered,Cash,180.0,No,nan,
DBW00346,2022-07-06,Wednesday,Bandra,Dadar,7.29,DW044,Corporate,Veg,2.03,44,Delayed,Cash,72.58,Yes,Good,
DBW00347,2023-12-25,Monday,Vikhroli,Thane,4.61,DW135,Hospital,Mix,1.79,42,Delivered,Digital,87.3,Yes,nan,
DBW00348,2023-11-15,Wednesday,Goregaon,Sion,17.51,DW127,Corporate,Non-Veg,2.06,60,Delivered,Cash,177.86,No,Average,
DBW00349,2022-05-12,Thursday,Chembur,Thane,8.43,DW118,Corporate,Veg,2.48,46,Delivered,Monthly-Pre-paid,80.11,No,Good,
DBW00350,2022-05-01,Sunday,Bandra,Sion,19.09,DW072,Corporate,Mix,2.13,52,Delivered,Cash,172.15,No,nan,
DBW00351,2023-01-25,Wednesday,Dadar,Lower Parel,6.09,DW139,Hospital,Non-Veg,1.88,37,Delivered,Cash,67.52,No,Good,
DBW00352,2022-02-02,Wednesday,Borivali,Goregaon,17.19,DW101,Residential,Mix,2.06,62,Delivered,Digital,170.09,Yes,Good,
DBW00353,2022-08-07,Sunday,Churchgate,Chembur,19.17,DW010,Corporate,Veg,2.76,53,Delivered,Digital,180.65,Yes,Average,
DBW00354,2022-11-14,Monday,Malad,Bandra,9.23,DW133,Residential,Veg,1.59,43,Delivered,Cash,120.4,No,Average,
DBW00355,2023-12-09,Saturday,Thane,Vikhroli,7.85,DW004,Residential,Non-Veg,0.87,39,Delayed,Cash,105.51,No,Good,
DBW00356,2023-12-26,Tuesday,Dadar,Dadar,0.5,DW103,Residential,Non-Veg,1.25,42,Delayed,Cash,10.82,No,Good,
DBW00357,2022-04-21,Thursday,Bandra,Goregaon,19.05,DW038,Residential,Mix,1.29,59,Delivered,Cash,161.13,No,Excellent,
DBW00358,2023-10-13,Friday,Borivali,Dadar,13.4,DW135,Hospital,Veg,1.36,60,Delivered,Cash,146.39,No,Excellent,
DBW00359,2022-03-08,Tuesday,Borivali,Goregaon,16.97,DW110,Residential,Mix,1.38,72,Delayed,Digital,158.01,Yes,Good,
DBW00360,2023-07-01,Saturday,Chembur,Sion,12.04,DW122,Corporate,Veg,1.79,39,Delivered,Monthly-Pre-paid,123.73,No,Good,
DBW00361,2023-09-10,Sunday,Andheri,Borivali,10.19,DW105,Hospital,Mix,1.92,25,Delivered,Cash,119.71,No,Excellent,
DBW00362,2023-10-13,Friday,Goregaon,Borivali,16.88,DW086,Corporate,Mix,1.92,64,Delivered,Digital,177.91,No,Excellent,
DBW00363,2022-06-13,Monday,Thane,Goregaon,20.53,DW130,Residential,Non-Veg,1.43,68,Delivered,Digital,175.76,Yes,Excellent,
DBW00364,2023-10-15,Sunday,Lower Parel,Chembur,19.69,DW045,Residential,Mix,2.3,49,Delivered,Cash,154.18,Yes,Poor,
DBW00365,2022-03-26,Saturday,Kurla,Dadar,5.58,DW080,Corporate,Non-Veg,2.07,29,Delivered,Digital,72.91,No,Average,
DBW00366,2023-01-14,Saturday,Chembur,Kurla,7.26,DW045,Corporate,Non-Veg,2.59,30,Delivered,Cash,75.24,Yes,Excellent,
DBW00367,2022-12-09,Friday,Kurla,Andheri,6.42,DW018,Residential,Veg,2.22,33,Delivered,Cash,82.32,No,Average,
